household_id,transaction_original_description,transaction_amount,transaction_date,evidence_type,evidence_source,categorized_as
46630458279834348,LABCORP PSCC 2,-53.42,2023-10-15 22:09:33.441865+00:00,category,manual_entry,46630459735257475
46630458279834348,oceanindiancuisine.com,-56.94,2023-10-15 22:07:46.286942+00:00,category,manual_entry,46630459378741639
46630458279834348,JOES CHIROPRACTIC,-80.00,2023-10-15 22:09:33.224282+00:00,category,manual_entry,46630459735257475
46630458279834348,CHEWY.COM,-94.75,2023-10-15 22:09:32.843831+00:00,category,manual_entry,46630459502474032
46630458279834348,TST* Brecks,-19.55,2023-10-15 22:07:46.180767+00:00,category,manual_entry,46630459407053062
46630458279834348,TST* Brecks,-19.55,2023-10-15 22:07:46.180767+00:00,category,recommendation,46630459354624639
46630458279834348,BOUDIN BAKERY 10TH & G,-1.03,2023-10-15 22:09:32.530141+00:00,category,manual_entry,46630459354624639
46630458279834348,TST* Brecks,-19.55,2023-10-15 22:07:46.180767+00:00,category,manual_entry,46630459407053062
46630458279834348,TST* Brecks,-19.55,2023-10-15 22:07:46.180767+00:00,category,recommendation,46630459354624639
46630458279834348,SP TANTRUM TOY STORE,-15.21,2023-10-15 22:09:34.048386+00:00,category,manual_entry,46630458950922826
46630458279834348,YUBALANCE INNER RICHMON,-143.20,2023-10-15 22:09:34.446408+00:00,category,manual_entry,46630459769860408
46630458279834348,ONE MEDICAL,-15.00,2023-10-15 22:09:34.334122+00:00,category,manual_entry,46630459735257475
46630458279834348,Spotify USA,-16.99,2023-10-15 22:07:46.349562+00:00,category,manual_entry,46630459558048484
46630458279834348,FOOD 24 MARKET,-6.49,2023-10-15 22:09:34.225108+00:00,category,manual_entry,46630459354624639
46630458279834348,OLIVE SPECIALTY STORE,-9.74,2023-10-15 22:09:34.742931+00:00,category,manual_entry,46630459354624639
46630458279834348,YUBALANCE INNER RICHMON,-159.00,2023-10-15 22:07:46.797635+00:00,category,manual_entry,46630459769860408
46630458279834348,Patreon* Membership,-5.00,2023-10-15 22:09:35.736324+00:00,category,manual_entry,46630459442704660
46630458279834348,PORTOLA FESTIVAL,-86.90,2023-10-15 22:09:36.423777+00:00,category,manual_entry,46630459595796791
46630458279834348,PORTOLA FESTIVAL,-23.74,2023-10-15 22:09:35.537481+00:00,category,manual_entry,46635530224119935
46630458279834348,PORTOLA FESTIVAL,-20.55,2023-10-15 22:09:35.241752+00:00,category,manual_entry,46630459378741639
46630458279834348,CORAZON MEXICANO,-12.49,2023-10-15 22:09:35.124320+00:00,category,manual_entry,46630459378741639
46630458279834348,TCB*MTA METER MTA I,-0.92,2023-10-15 22:09:36.632994+00:00,category,manual_entry,46630458984476970
46630458279834348,TCB*MTA METER MTA I,-0.92,2023-10-15 22:09:36.632994+00:00,category,manual_entry,46630459032711294
46630458279834348,TCB*MTA METER MTA I,-0.92,2023-10-15 22:09:36.632994+00:00,category,manual_entry,46630458984476970
46630458279834348,TCB*MTA METER MTA I,-0.92,2023-10-15 22:09:36.632994+00:00,category,manual_entry,46630459032711294
46630458279834348,AMC ONLINE 9640,-16.29,2023-10-15 22:09:35.930599+00:00,category,manual_entry,46630459442704660
46630458279834348,AMC ONLINE 9640,-16.29,2023-10-15 22:09:35.930599+00:00,category,manual_entry,46630459558048484
46630458279834348,"LUCY COTTER, MFT",-200.00,2023-10-15 22:09:37.340861+00:00,category,manual_entry,46630459735257475
46630458279834348,MARATHON PETRO240531,-62.41,2023-10-15 22:09:37.927887+00:00,category,manual_entry,46630459002303245
46630458279834348,Gaetani Real Est WEB PMTS,-3257.35,2023-10-15 22:01:31.390419+00:00,category,manual_entry,46630459150152293
46630458279834348,BOUDIN BAKERY 10TH & G,-6.70,2023-10-15 22:09:38.837798+00:00,category,manual_entry,46630459354624639
46630458279834348,"AppFolio, Inc. F WEB PMTS",-2.49,2023-10-15 22:01:31.009291+00:00,category,manual_entry,46630459150152293
46630458279834348,CHASE CREDIT CRD EPAY,-1529.58,2023-10-15 22:01:31.507955+00:00,category,manual_entry,46630459852698503
46630458279834348,CHASE CREDIT CRD EPAY,-1529.58,2023-10-15 22:01:31.507955+00:00,category,recommendation,46630460189290782
46630458279834348,PGANDE WEB ONLINE,-45.95,2023-10-15 22:01:32.136541+00:00,category,manual_entry,46630459300098888
46630458279834348,GOOGLE *Google Storage,-1.99,2023-10-15 22:07:42.147965+00:00,category,manual_entry,158447853319730046
46630458279834348,KCRW FOUNDATION,-5.00,2023-10-15 22:09:39.125534+00:00,category,manual_entry,46630458917368163
46630458279834348,FASTRAK CSC,-30.00,2023-10-15 22:09:39.737536+00:00,category,manual_entry,158447362630202168
46630458279834348,CRANE CREEK GROWERS,-10.95,2023-10-15 22:09:39.534268+00:00,category,manual_entry,46630459354624639
46630458279834348,UBER LIME,-5.65,2023-10-15 22:09:40.338767+00:00,category,manual_entry,46630459095626261
46630458279834348,TST* Tacos 1986 Beverly,-34.48,2023-10-15 22:09:40.033033+00:00,category,manual_entry,46630459378741639
46630458279834348,UBER LIME,-7.36,2023-10-15 22:09:41.240976+00:00,category,manual_entry,46630459095626261
46630458279834348,THEFARMERSDOG.COM,-116.99,2023-10-15 22:09:40.934630+00:00,category,manual_entry,46630459502474032
46630458279834348,ROVER.COM* PET SVCS.,-55.50,2023-10-15 22:09:40.726817+00:00,category,manual_entry,46630459502474032
46630458279834348,SQ *ALMA*L7T7WR,-152.80,2023-10-15 22:07:46.851083+00:00,category,manual_entry,46630459735257475
46630458279834348,LA BREA TEST ONLY,-55.00,2023-10-15 22:09:42.025793+00:00,category,manual_entry,46630459016982627
46630458279834348,TST* Bar Crudo - Divisade,-98.55,2023-10-15 22:09:42.959778+00:00,category,manual_entry,46630458884862520
46630458279834348,TST* Bar Crudo - Divisade,-98.55,2023-10-15 22:09:42.959778+00:00,category,manual_entry,46630459378741639
46630458279834348,TST* Bar Crudo - Divisade,-98.55,2023-10-15 22:09:42.959778+00:00,category,manual_entry,46630458884862520
46630458279834348,TST* Bar Crudo - Divisade,-98.55,2023-10-15 22:09:42.959778+00:00,category,manual_entry,46630459378741639
46630458279834348,STANDARD PLUMBING ACE,-17.34,2023-10-15 22:09:44.269640+00:00,category,manual_entry,46630459180560554
46630458279834348,STANDARD PLUMBING ACE,-5.42,2023-10-15 22:09:44.071000+00:00,category,manual_entry,46630459180560554
46630458279834348,SP TANTRUM TOY STORE,-15.22,2023-10-15 22:09:43.844965+00:00,category,manual_entry,46630458950922826
46630458279834348,COLE HARDWARE,-20.00,2023-10-15 22:09:43.630284+00:00,category,manual_entry,46630459180560554
46630458279834348,22345-50 COSMO PLACE,-10.00,2023-10-15 22:09:43.330994+00:00,category,manual_entry,46630459032711294
46630458279834348,MED*UCSF HEALTH,20.00,2023-10-15 22:09:44.626546+00:00,category,manual_entry,46630459735257475
46630458279834348,SQ *SF CHICKENBOX,-4.35,2023-10-15 22:07:47.162508+00:00,category,manual_entry,46630459378741639
46630458279834348,SQ *RODRIGUEZ BROS.RANCH,-15.00,2023-10-15 22:07:47.070344+00:00,category,manual_entry,46630459354624639
46630458279834348,SQ *PASTA SUPPLY CO,-16.50,2023-10-15 22:07:46.953725+00:00,category,manual_entry,46630459354624639
46630458279834348,MELROSE UMBRELLA,-44.87,2023-10-15 22:07:47.436718+00:00,category,manual_entry,46635530224119935
46630458279834348,"LUCY COTTER, MFT",-200.00,2023-10-15 22:10:11.585721+00:00,category,manual_entry,46630459735257475
46630458279834348,APPLE.COM/BILL,-2.99,2023-10-15 22:07:47.625992+00:00,category,manual_entry,158447853319730046
46630458279834348,SP 43F60B,-31.76,2023-10-15 22:07:47.819436+00:00,category,manual_entry,46635530224119935
46630458279834348,SF CHRONICLE SUBSCRIPT,-7.96,2023-10-15 22:07:47.981780+00:00,category,manual_entry,46630459558048484
46630458279834348,TRAVEL CREDIT $300/YEAR,10.92,2023-10-15 22:07:48.717770+00:00,category,manual_entry,46630459852698503
46630458279834348,TRAVEL CREDIT $300/YEAR,10.92,2023-10-15 22:07:48.717770+00:00,category,manual_entry,46630459839066239
46630458279834348,SONIC.NET,-77.61,2023-10-15 22:07:48.652202+00:00,category,manual_entry,46630459317924489
46630458279834348,OASIS BUTTONWILLOW CA,-56.52,2023-10-15 22:24:33.261652+00:00,category,manual_entry,46630459002303245
46630458279834348,RITUAL (RITUAL.COM),-31.77,2023-10-15 22:10:12.302223+00:00,category,manual_entry,46630459735257475
46630458279834348,TRAVEL CREDIT $300/YEAR,20.00,2023-10-15 22:07:49.228867+00:00,category,manual_entry,46630459852698503
46630458279834348,TRAVEL CREDIT $300/YEAR,20.00,2023-10-15 22:07:49.228867+00:00,category,manual_entry,46630459839066239
46630458279834348,TRAVEL CREDIT $300/YEAR,24.69,2023-10-15 22:07:49.139566+00:00,category,manual_entry,46630459852698503
46630458279834348,TRAVEL CREDIT $300/YEAR,24.69,2023-10-15 22:07:49.139566+00:00,category,manual_entry,46630459839066239
46630458279834348,CLIPPER SERVICES,-20.00,2023-10-15 22:07:49.040062+00:00,category,manual_entry,46630458984476970
46630458279834348,Gap,-40.18,2023-10-15 22:10:12.097318+00:00,category,manual_entry,131366988423082399
46630458279834348,TST* BRECK'S,-19.55,2023-10-15 22:08:57.244747+00:00,category,manual_entry,46630459354624639
46630458279834348,BOUDIN BAKERY 10TH & G,-0.21,2023-10-15 22:10:12.702633+00:00,category,manual_entry,46630459354624639
46630458279834348,STICKER MULE,-20.47,2023-10-15 22:08:57.429701+00:00,category,manual_entry,46635430253932892
46630458279834348,YUBALANCE INNER RICHMON,-143.20,2023-10-15 22:10:13.528192+00:00,category,manual_entry,46630459769860408
46630458279834348,GOOGLE *Google Storage,-1.99,2023-10-15 22:08:57.545938+00:00,category,manual_entry,158447853319730046
46630458279834348,Patreon* Membership,-5.00,2023-10-15 22:10:14.236467+00:00,category,manual_entry,46630459442704660
46630458279834348,BOUDIN BAKERY 10TH & G,-0.10,2023-10-15 22:08:57.461841+00:00,category,manual_entry,46630459354624639
46630458279834348,LET'S RELAX THONGLOR,-93.10,2023-10-15 22:10:14.618023+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *RODRIGUEZ BROS.RANCH,-8.00,2023-10-15 22:08:57.939703+00:00,category,manual_entry,46630459354624639
46630458279834348,SQ *PASTURE 42,-10.00,2023-10-15 22:08:57.829104+00:00,category,manual_entry,46630459354624639
46630458279834348,BEAUTRIUM,-22.64,2023-10-15 22:10:15.750291+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *20 SPOT,-22.54,2023-10-15 22:08:57.632094+00:00,category,manual_entry,46635530224119935
46630458279834348,AAA CA MBR RENEWAL - R,-90.00,2023-10-15 22:10:15.493035+00:00,category,manual_entry,46630459121841095
46630458279834348,AAA CA MBR RENEWAL - R,-90.00,2023-10-15 22:10:15.493035+00:00,category,manual_entry,46630459065217411
46630458279834348,AAA CA MBR RENEWAL - R,-90.00,2023-10-15 22:10:15.493035+00:00,category,manual_entry,46630459121841095
46630458279834348,AAA CA MBR RENEWAL - R,-90.00,2023-10-15 22:10:15.493035+00:00,category,manual_entry,46630459065217411
46630458279834348,SQ *ARSICAULT,-12.25,2023-10-15 22:08:58.566542+00:00,category,manual_entry,46630459378741639
46630458279834348,WWW.GRAB.COM,-8.43,2023-10-15 22:10:15.279676+00:00,category,manual_entry,46630459423830559
46630458279834348,AIRALO,-19.95,2023-10-15 22:10:15.941741+00:00,category,manual_entry,46630459423830559
46630458279834348,TCB*MTA METER MTA I,-3.25,2023-10-15 22:10:17.134348+00:00,category,manual_entry,46630459032711294
46630458279834348,FASTRAK CSC,-30.00,2023-10-15 22:10:17.072194+00:00,category,manual_entry,158447362630202168
46630458279834348,BURBANK AIRPORT FOOD & BE,-9.82,2023-10-15 22:10:17.354540+00:00,category,manual_entry,46630459407053062
46630458279834348,APPLE.COM/BILL,-6.99,2023-10-15 22:10:17.286143+00:00,category,manual_entry,46630459442704660
46630458279834348,APPLE.COM/BILL,-6.99,2023-10-15 22:10:17.286143+00:00,category,manual_entry,46630459558048484
46630458279834348,APPLE.COM/BILL,-6.99,2023-10-15 22:10:17.286143+00:00,category,manual_entry,46630459442704660
46630458279834348,APPLE.COM/BILL,-6.99,2023-10-15 22:10:17.286143+00:00,category,manual_entry,46630459558048484
46630458279834348,ENGRAFFT,-34.76,2023-10-15 22:10:17.700950+00:00,category,manual_entry,46630459595796791
46630458279834348,YUBALANCE INNER RICHMON,-159.00,2023-10-15 22:09:00.027474+00:00,category,manual_entry,46630459769860408
46630458279834348,Spotify USA,-16.99,2023-10-15 22:08:59.629502+00:00,category,manual_entry,46630459558048484
46630458279834348,TST* TASTES ON THE FLY -,-19.43,2023-10-15 22:10:18.243906+00:00,category,manual_entry,46630459423830559
46630458279834348,ONEMED-LAUREL HEIGHTS,-10.37,2023-10-15 22:10:18.139027+00:00,category,manual_entry,46630459735257475
46630458279834348,APPLE.COM/BILL,-2.99,2023-10-15 22:09:02.220326+00:00,category,manual_entry,158447853319730046
46630458279834348,TOTALWINE 1133 POS,-66.07,2023-10-15 22:09:04.171066+00:00,category,manual_entry,46635530224119935
46630458279834348,GOOGLE *Google Storage,-1.99,2023-10-15 22:09:04.253890+00:00,category,manual_entry,158447853319730046
46630458279834348,THE BITTER END,-21.72,2023-10-15 22:12:18.102409+00:00,category,manual_entry,158449637801046207
46630458279834348,PAYPAL *THAIFARMSCH,-19.35,2023-10-15 22:09:04.656822+00:00,category,manual_entry,46630459423830559
46630458279834348,ELEPHANTNAT,-108.67,2023-10-15 22:10:18.343793+00:00,category,manual_entry,46630459423830559
46630458279834348,MTA METER MTA MCKAY,-3.75,2023-10-15 22:10:18.542573+00:00,category,manual_entry,46630459032711294
46630458279834348,J & J RAMOS FARMS,-9.00,2023-10-15 22:09:05.322994+00:00,category,manual_entry,46630459354624639
46630458279834348,CLIPPER SERVICES,-20.00,2023-10-15 22:09:05.231629+00:00,category,manual_entry,46630458984476970
46630458279834348,SQ *CLEMENT STREET FARMER,-5.75,2023-10-15 22:09:05.152419+00:00,category,manual_entry,46630459354624639
46630458279834348,SQ *BLUE HOUSE FARM,-11.75,2023-10-15 22:09:05.058990+00:00,category,manual_entry,46630459354624639
46630458279834348,25TH & CLEMENT LOC. 2,-18.26,2023-10-15 22:09:04.980166+00:00,category,manual_entry,46630459354624639
46630458279834348,ON THE RUN MARKET,-13.52,2023-10-15 22:09:05.569371+00:00,category,manual_entry,46630459354624639
46630458279834348,ON THE RUN MARKET,-8.83,2023-10-15 22:09:05.537447+00:00,category,manual_entry,46630459354624639
46630458279834348,Amazon,-237.87,2023-10-15 22:10:18.485620+00:00,category,manual_entry,46630459624108113
46630458279834348,Amazon,-115.11,2023-10-15 22:10:18.928037+00:00,category,manual_entry,158449056129724479
46630458279834348,TST* Jayna Gyro,-23.79,2023-10-15 22:10:19.322291+00:00,category,manual_entry,158449637801046207
46630458279834348,Patreon* Membership,-5.00,2023-10-15 22:10:19.647690+00:00,category,manual_entry,46630459558048484
46630458279834348,FIRST KOREAN MARKET,-13.59,2023-10-15 22:09:05.656857+00:00,category,manual_entry,46630459354624639
46630458279834348,SP GLOSSIER,-46.93,2023-10-15 22:10:19.846397+00:00,category,manual_entry,158448777069048830
46630458279834348,TST* GOLDEN ROAD - SACRAM,-95.93,2023-10-15 22:09:06.160184+00:00,category,manual_entry,46635530224119935
46630458279834348,SQ *ALMA*X8G0QF,-152.80,2023-10-15 22:09:05.860619+00:00,category,manual_entry,46630459735257475
46630458279834348,Spotify USA,-15.99,2023-10-15 22:09:06.355122+00:00,category,manual_entry,46630459558048484
46630458279834348,TST* BRECK'S,-19.55,2023-10-15 22:09:06.528788+00:00,category,manual_entry,46630459354624639
46630458279834348,YUBALANCE INNER RICHMON,-159.00,2023-10-15 22:09:06.559575+00:00,category,manual_entry,46630459769860408
46630458279834348,TCB*MTA METER MTA I,-1.75,2023-10-15 22:10:20.237425+00:00,category,manual_entry,46630459032711294
46630458279834348,SP LUNYA SLEEPWEAR,-173.59,2023-10-15 22:10:21.091442+00:00,category,manual_entry,158449056129724479
46630458279834348,SP LUNYA SLEEPWEAR,-173.59,2023-10-15 22:10:21.091442+00:00,category,manual_entry,158449056129724479
46630458279834348,SP LUNYA SLEEPWEAR,-173.59,2023-10-15 22:10:21.091442+00:00,category,manual_entry,158449056129724479
46630458279834348,SP LUNYA SLEEPWEAR,-173.59,2023-10-15 22:10:21.091442+00:00,category,manual_entry,158449056129724479
46630458279834348,BANANA REPUBLIC ON-LIN,86.88,2023-10-15 22:08:16.052217+00:00,category,manual_entry,46630459595796791
46630458279834348,CRANE CREEK GROWERS,-10.95,2023-10-15 22:10:21.004806+00:00,category,manual_entry,46630459354624639
46630458279834348,SQ *SCHLETEWITZ FAMILY FA,-8.65,2023-10-15 22:09:07.043437+00:00,category,manual_entry,46630459354624639
46630458279834348,SQ *RODRIGUEZ BROS.RANCH,-9.75,2023-10-15 22:09:06.873737+00:00,category,manual_entry,46630459354624639
46630458279834348,BEVERAGES & MORE #28,-3.85,2023-10-15 22:09:06.823518+00:00,category,manual_entry,46635530224119935
46630458279834348,SEES CANDY 0534,-3.20,2023-10-15 22:09:07.362616+00:00,category,manual_entry,46630459354624639
46630458279834348,PROGRESSIVE *INSURANCE,-852.88,2023-10-15 22:10:21.532013+00:00,category,manual_entry,46630459065217411
46630458279834348,BENTO PEAK,-79.19,2023-10-15 22:09:07.324993+00:00,category,manual_entry,46630459378741639
46630458279834348,"LUCY COTTER, MFT",-200.00,2023-10-15 22:10:21.859175+00:00,category,manual_entry,46630459735257475
46630458279834348,APPLE.COM/BILL,-2.99,2023-10-15 22:09:07.238811+00:00,category,manual_entry,158447853319730046
46630458279834348,FASTRAK CSC,-30.00,2023-10-15 22:10:21.807583+00:00,category,manual_entry,158447362630202168
46630458279834348,C CASA EMERYVILLE,-21.69,2023-10-15 22:10:22.039016+00:00,category,manual_entry,158449637801046207
46630458279834348,SPLIT 560 MISSION SAN FRANCISCOCA,-17.15,2023-10-15 22:24:33.780639+00:00,category,manual_entry,46630459378741639
46630458279834348,SP PEAK DESIGN MKT,-58.61,2023-10-15 22:08:16.137415+00:00,category,manual_entry,46630459579019286
46630458279834348,FOGGY NOTION,-5.43,2023-10-15 22:10:22.570731+00:00,category,manual_entry,46630458950922826
46630458279834348,APPLE.COM/BILL,-6.99,2023-10-15 22:10:22.503710+00:00,category,manual_entry,46630459558048484
46630458279834348,TST* BRECK'S,-19.55,2023-10-15 22:09:07.755524+00:00,category,manual_entry,46630459354624639
46630458279834348,TRIPLE DELIGHT BLUEBE,-10.00,2023-10-15 22:10:23.096668+00:00,category,manual_entry,46630459354624639
46630458279834348,WWW.2C2P.COM*2C2P ANANTAR,-1158.01,2023-10-15 22:09:08.329334+00:00,category,manual_entry,46630459423830559
46630458279834348,GIFTSHOPLIHUEAIRPORT,-17.79,2023-10-15 22:10:22.837447+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *TOY BOAT,-8.02,2023-10-15 22:09:08.161343+00:00,category,manual_entry,46630459378741639
46630458279834348,CRANE CREEK GROWERS,-10.95,2023-10-15 22:10:22.736373+00:00,category,manual_entry,46630459354624639
46630458279834348,SQ *SF CHICKENBOX,-5.00,2023-10-15 22:09:08.040493+00:00,category,manual_entry,46630459378741639
46630458279834348,HANALEI BREAD COMPANY,-37.33,2023-10-15 22:10:23.419568+00:00,category,manual_entry,46630459423830559
46630458279834348,SP BITTERS & BOTTLES,-100.00,2023-10-15 22:08:16.270750+00:00,category,manual_entry,46635530224119935
46630458279834348,FRESH BITE KAUAI,-6.44,2023-10-15 22:10:23.535084+00:00,category,manual_entry,46630459423830559
46630458279834348,HANALEI MARKET,-63.70,2023-10-15 22:10:23.790990+00:00,category,manual_entry,46630459423830559
46630458279834348,BIG SAVE MARKETS,-7.32,2023-10-15 22:10:23.680574+00:00,category,manual_entry,46630459423830559
46630458279834348,OAKPARKINGRESERVATION,-136.00,2023-10-15 22:10:24.325699+00:00,category,manual_entry,46630459423830559
46630458279834348,"LUCY COTTER, MFT",-200.00,2023-10-15 22:10:24.116546+00:00,category,manual_entry,46630459735257475
46630458279834348,GOOGLE *Google Storage,-1.99,2023-10-15 22:09:08.442668+00:00,category,manual_entry,158447853319730046
46630458279834348,AI ONO CAFE LIH,-10.45,2023-10-15 22:09:08.533791+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *WISHING WELL SHAVE IC,-16.16,2023-10-15 22:09:08.769907+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *TROPICAL TACO,-35.32,2023-10-15 22:09:08.733449+00:00,category,manual_entry,46630459423830559
46630458279834348,PRINCEVILLE FOODLAND #30,-48.96,2023-10-15 22:09:08.647465+00:00,category,manual_entry,46630459423830559
46630458279834348,CKO*Patreon,-5.00,2023-10-15 22:10:23.947176+00:00,category,manual_entry,46630459558048484
46630458279834348,RPNW KAUAI KOKES STATE PA,-40.00,2023-10-15 22:09:09.022964+00:00,category,manual_entry,46630459423830559
46630458279834348,PRIMROSE NATURAL SKIN,-103.50,2023-10-15 22:10:24.611203+00:00,category,recommendation,158449496458244164
46630458279834348,APPLE.COM/BILL,-14.99,2023-10-15 22:09:08.930857+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *ALMA*VF4B96,-142.80,2023-10-15 22:09:08.850232+00:00,category,manual_entry,46630459735257475
46630458279834348,THE SHRIMP STATION INC,-46.87,2023-10-15 22:09:09.144156+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *G'S JUICEBAR,-10.47,2023-10-15 22:09:09.059302+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *WAKE UP DELICIOUS,-43.29,2023-10-15 22:09:09.268133+00:00,category,manual_entry,46630459423830559
46630458279834348,TST* HIGH FLYING FOODS -,-10.30,2023-10-15 22:09:09.229459+00:00,category,manual_entry,46630459423830559
46630458279834348,SQ *ROCKRIDGE BAR OAK AIR,-18.31,2023-10-15 22:09:09.529737+00:00,category,manual_entry,46630459423830559
46630458279834348,Sephora,-82.56,2023-10-15 22:10:25.395159+00:00,category,manual_entry,158448777069048830
46630458279834348,TST* JENI'S SPLENDID ICE,-13.80,2023-10-15 22:10:26.011736+00:00,category,manual_entry,46630459354624639
46630458279834348,TST* All Time,-67.39,2023-10-15 22:10:25.899840+00:00,category,manual_entry,158449637801046207
46630458279834348,SP SHOPLALALING,-86.51,2023-10-15 22:10:26.396965+00:00,category,manual_entry,158449056129724479
46630458279834348,TST* Handroll Project,-200.03,2023-10-15 22:10:27.980782+00:00,category,manual_entry,158449637801046207
46630458279834348,EB WHO WEEKLY,-39.19,2023-10-15 22:10:28.703579+00:00,category,manual_entry,158449725173641409
46630458279834348,SQ *BAREBOTTLE BREWING CO,-10.78,2023-10-15 22:09:09.566192+00:00,category,manual_entry,46635530224119935
46630458279834348,SQ *LOS KUYAS,-10.86,2023-10-15 22:08:16.345235+00:00,category,manual_entry,46630459378741639
46630458279834348,BON APPETIT2,-18.57,2023-10-15 22:10:29.526235+00:00,category,manual_entry,46635530224119935
46630458279834348,BON APPETIT2,-18.57,2023-10-15 22:10:29.526235+00:00,category,manual_entry,46630459530785276
46630458279834348,BON APPETIT2,-18.47,2023-10-15 22:10:29.470384+00:00,category,manual_entry,46635530224119935
46630458279834348,BON APPETIT2,-18.47,2023-10-15 22:10:29.470384+00:00,category,manual_entry,46630459530785276
46630458279834348,SQ *MIMI?S ORGANIC,-5.00,2023-10-15 22:09:10.328978+00:00,category,manual_entry,46630459354624639
46630458279834348,BON APPETIT2,-36.22,2023-10-15 22:10:29.634214+00:00,category,manual_entry,46630459530785276
46630458279834348,BON APPETIT2,-18.57,2023-10-15 22:10:29.526235+00:00,category,manual_entry,46635530224119935
46630458279834348,BON APPETIT2,-18.57,2023-10-15 22:10:29.526235+00:00,category,manual_entry,46630459530785276
46630458279834348,BON APPETIT2,-18.47,2023-10-15 22:10:29.470384+00:00,category,manual_entry,46635530224119935
46630458279834348,BON APPETIT2,-18.47,2023-10-15 22:10:29.470384+00:00,category,manual_entry,46630459530785276
46630458279834348,KING GIZZARD & THE LIZ,-140.00,2023-10-15 22:09:10.921181+00:00,category,manual_entry,46630459530785276
46630458279834348,J&M IBARRA FARM,-10.00,2023-10-15 22:10:30.816531+00:00,category,manual_entry,46630459354624639
46630458279834348,PAYPAL *GOFUNDME PATRIC,-5.75,2023-10-15 22:09:10.955550+00:00,category,manual_entry,46630459938681248
46630458279834348,HUDSON ST1861,-3.19,2023-10-15 22:10:30.725021+00:00,category,manual_entry,46630459423830559
46630458279834348,AUGUST HALL,-40.64,2023-10-15 22:09:11.154438+00:00,category,manual_entry,46635530224119935
46630458279834348,EDGEFIELD CONCERT MERC,-40.00,2023-10-15 22:10:31.531952+00:00,category,manual_entry,46630459530785276
46630458279834348,AUGUST HALL,-40.38,2023-10-15 22:09:11.121522+00:00,category,manual_entry,46635530224119935
46630458279834348,AUGUST HALL,-14.69,2023-10-15 22:09:11.042258+00:00,category,manual_entry,46635530224119935
46630458279834348,T PHOENIX,-7.91,2023-10-15 22:09:11.467603+00:00,category,manual_entry,46630459378741639
46630458279834348,J.Crew,-48.61,2023-10-15 22:10:31.732114+00:00,category,manual_entry,158449056129724479
46630458279834348,SQ *MESTIZO,-17.84,2023-10-15 22:08:16.634247+00:00,category,manual_entry,46630459378741639
